t, j0, j1, j2, j3, j4, j5, l0x, l0y, l0z, l1x, l1y, l1z, l2x, l2y, l2z, l3x, l3y, l3z, l4x, l4y, l4z, l5x, l5y, l5z, l6x, l6y, l6z, ed
0.018, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.038, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.058, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.078, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.0980000000001, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.118, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080312,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.138, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.159, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.178, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.199, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080312,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.218, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.238, -1.65633492886, -1.98705101182, -1.2557016932, 0.100994301396, 1.65621871418, 0.000231919080313,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.258, -1.65626806462, -1.98695964772, -1.25571951248, 0.10092112006, 1.65608493242, 0.000365041746869,  0.        , 0.        , 0.1273    , 0.2201332 ,-0.01887595, 0.1273    , 0.07000283, 0.2423602 , 0.68704115, 0.11864693, 0.80965268, 0.62924594, 0.23312683, 0.79983628, 0.62924594, 0.23312847, 0.79985538, 0.74494594, 0.80529356
0.278, -1.65576646216, -1.98627424138, -1.25585318804, 0.100372132401, 1.65508133441, 0.00136384937838,  0.        , 0.        , 0.1273    , 0.22013446,-0.01886123, 0.1273    , 0.06998225, 0.24231393, 0.68706376, 0.11858879, 0.80961389, 0.62931043, 0.23306935, 0.79980514, 0.62931043, 0.23307098, 0.79982421, 0.74501042, 0.80529957
0.298, -1.65451531032, -1.98456459008, -1.25618661396, 0.099002795647, 1.65257806134, 0.00385514396931,  0.        , 0.        , 0.1273    , 0.22014389,-0.0187508 , 0.1273    , 0.06982813, 0.24196666, 0.6872332 , 0.1181528 , 0.8093226 , 0.62979402, 0.23263827, 0.79957127, 0.62979402, 0.23263986, 0.79959002, 0.74549402, 0.80534462
